Category,Price,Rating,Stock,Discount,Final_Price,Price_Category,Rating_Label
Home & Garden,6026.0,3.05,In Stock,40.0,3615.6,Premium,Good
Home & Garden,5711.0,1.64,In Stock,41.0,3369.49,Premium,Poor
Home & Garden,9460.0,3.3,In Stock,34.0,6243.6,Luxury,Good
Home & Garden,2352.0,3.05,Out of Stock,11.0,2093.28,Budget,Good
Sports,5589.0,4.09,In Stock,19.0,4527.09,Premium,Excellent
Home & Garden,894.0,3.05,In Stock,17.0,742.02,Budget,Good
Home & Garden,5496.0,1.2,In Stock,14.0,4726.56,Premium,Poor
Home & Garden,2779.0,4.35,Out of Stock,45.0,1528.45,Mid-Range,Excellent
Home & Garden,752.0,3.05,In Stock,31.0,518.88,Budget,Good
Electronics,4745.0,3.03,In Stock,5.0,4507.75,Mid-Range,Good
Home & Garden,7978.0,3.8,In Stock,32.0,5425.04,Luxury,Good
Clothing,6583.0,3.83,In Stock,36.0,4213.12,Premium,Good
Home & Garden,4874.0,3.05,In Stock,48.0,2534.48,Mid-Range,Good
Home & Garden,8777.0,3.31,In Stock,27.0,6407.21,Luxury,Good
Home & Garden,347.0,3.05,Out of Stock,0.0,347.0,Budget,Good
Home & Garden,4962.0,3.05,In Stock,8.0,4565.04,Mid-Range,Good
Home & Garden,7020.0,3.89,In Stock,21.0,5545.8,Premium,Good
Clothing,1973.0,4.27,In Stock,24.5,1489.62,Budget,Excellent
Home & Garden,3151.0,3.05,In Stock,29.0,2237.21,Mid-Range,Good
Home & Garden,7179.0,4.19,In Stock,20.0,5743.2,Premium,Excellent
Home & Garden,294.0,3.05,In Stock,38.0,182.28,Budget,Good
Home & Garden,3449.0,3.05,In Stock,25.0,2586.75,Mid-Range,Good
Clothing,3166.0,3.25,Out of Stock,20.0,2532.8,Mid-Range,Good
Home & Garden,6922.0,3.05,In Stock,40.0,4153.2,Premium,Good
Home & Garden,3695.0,3.05,In Stock,4.0,3547.2,Mid-Range,Good
Home & Garden,5828.0,3.05,In Stock,24.0,4429.28,Premium,Good
Home & Garden,5273.0,3.05,In Stock,26.0,3902.02,Premium,Good
Home & Garden,5549.0,2.05,In Stock,19.0,4494.69,Premium,Average
Home & Garden,1585.0,3.05,In Stock,24.0,1204.6,Budget,Good
Home & Garden,4676.0,1.27,In Stock,19.0,3787.56,Mid-Range,Poor
Home & Garden,5071.0,2.7,Out of Stock,27.0,3701.83,Premium,Average
Home & Garden,6691.0,2.12,Out of Stock,39.0,4081.51,Premium,Average
Home & Garden,3065.0,3.05,In Stock,29.0,2176.15,Mid-Range,Good
Home & Garden,3516.0,3.05,In Stock,28.0,2531.52,Mid-Range,Good
Clothing,1354.0,4.17,In Stock,14.0,1164.44,Budget,Excellent
Home & Garden,879.0,3.05,In Stock,47.0,465.87,Budget,Good
Home & Garden,6503.0,3.05,In Stock,24.0,4942.28,Premium,Good
Home & Garden,6397.0,4.53,Out of Stock,2.0,6269.06,Premium,Excellent
Home & Garden,247.0,3.57,In Stock,26.0,182.78,Budget,Good
Electronics,3200.0,3.03,In Stock,31.0,2208.0,Mid-Range,Good
Home & Garden,5320.0,3.05,In Stock,24.0,4043.2,Premium,Good
Home & Garden,9076.0,3.05,In Stock,38.0,5627.12,Luxury,Good
Home & Garden,7930.0,3.05,In Stock,38.0,4916.6,Luxury,Good
Home & Garden,6582.0,3.05,Out of Stock,6.0,6187.08,Premium,Good
Home & Garden,9391.0,3.86,In Stock,20.0,7512.8,Luxury,Good
Home & Garden,4355.0,3.05,In Stock,4.0,4180.8,Mid-Range,Good
Home & Garden,4330.0,2.57,Out of Stock,5.0,4113.5,Mid-Range,Average
Home & Garden,2962.0,2.0,Out of Stock,24.0,2251.12,Mid-Range,Poor
Home & Garden,4990.0,3.35,In Stock,24.0,3792.4,Mid-Range,Good
Sports,6828.0,3.95,In Stock,29.0,4847.88,Premium,Good
Home & Garden,2771.0,3.05,Out of Stock,25.0,2078.25,Mid-Range,Good
Home & Garden,3179.0,3.05,Out of Stock,48.0,1653.08,Mid-Range,Good
Clothing,2763.0,3.25,In Stock,16.0,2320.92,Mid-Range,Good
Home & Garden,2224.0,3.05,Out of Stock,25.0,1668.0,Budget,Good
Home & Garden,6786.0,4.78,Out of Stock,35.0,4410.9,Premium,Excellent
Home & Garden,1640.0,3.05,Out of Stock,36.0,1049.6,Budget,Good
Sports,5103.0,3.24,In Stock,3.0,4949.91,Premium,Good
Electronics,3946.0,3.08,Out of Stock,19.0,3196.26,Mid-Range,Good
Home & Garden,4962.0,3.05,Out of Stock,17.0,4118.46,Mid-Range,Good
Home & Garden,475.0,3.05,In Stock,20.0,380.0,Budget,Good
Home & Garden,5682.0,3.05,Out of Stock,6.0,5341.08,Premium,Good
Electronics,4745.0,2.03,In Stock,29.0,3368.95,Mid-Range,Average
Home & Garden,3208.0,1.76,In Stock,30.0,2245.6,Mid-Range,Poor
Home & Garden,7241.0,3.05,In Stock,24.0,5503.16,Premium,Good
Home & Garden,3798.0,3.05,In Stock,24.0,2886.48,Mid-Range,Good
Home & Garden,1450.0,3.68,In Stock,4.0,1392.0,Budget,Good
Home & Garden,9312.0,3.05,Out of Stock,36.0,5959.68,Luxury,Good
Home & Garden,6333.0,2.6,In Stock,41.0,3736.47,Premium,Average
Home & Garden,6894.0,3.0,Out of Stock,45.0,3791.7,Premium,Average
Home & Garden,800.0,2.04,Out of Stock,26.0,592.0,Budget,Average
Home & Garden,5001.0,3.05,Out of Stock,18.0,4100.82,Premium,Good
Home & Garden,1358.0,1.51,In Stock,29.0,964.18,Budget,Poor
Home & Garden,7104.0,3.64,In Stock,47.0,3765.12,Premium,Good
Home & Garden,649.0,4.44,In Stock,24.0,493.24,Budget,Excellent
Home & Garden,9209.0,3.61,In Stock,21.0,7275.11,Luxury,Good
Home & Garden,4962.0,1.08,Out of Stock,21.0,3919.98,Mid-Range,Poor
Home & Garden,4521.0,3.05,Out of Stock,6.0,4249.74,Mid-Range,Good
Electronics,2047.0,2.87,In Stock,42.0,1187.26,Budget,Average
Home & Garden,1277.0,1.16,In Stock,15.0,1085.45,Budget,Poor
Home & Garden,1697.0,2.28,Out of Stock,34.0,1120.02,Budget,Average
Sports,1198.0,3.24,In Stock,40.0,718.8,Budget,Good
Clothing,2449.0,3.25,In Stock,44.0,1371.44,Budget,Good
Clothing,1243.0,3.25,In Stock,45.0,683.65,Budget,Good
Sports,1090.0,3.24,Out of Stock,40.0,654.0,Budget,Good
Home & Garden,4751.0,2.18,In Stock,16.0,3990.84,Mid-Range,Average
Sports,9562.0,3.24,In Stock,26.0,7075.88,Luxury,Good
Home & Garden,2892.0,4.24,Out of Stock,34.0,1908.72,Mid-Range,Excellent
Electronics,3810.0,3.03,In Stock,26.0,2819.4,Mid-Range,Good
Home & Garden,9502.0,3.05,In Stock,44.0,5321.12,Luxury,Good
Electronics,3658.0,3.97,In Stock,3.0,3548.26,Mid-Range,Good
Sports,5271.0,3.41,Out of Stock,25.0,3953.25,Premium,Good
Home & Garden,8450.0,1.98,In Stock,11.0,7520.5,Luxury,Poor
Home & Garden,8465.0,1.78,In Stock,24.0,6433.4,Luxury,Poor
Clothing,7708.0,3.32,Out of Stock,24.5,5819.54,Luxury,Good
Home & Garden,8158.0,4.66,In Stock,20.0,6526.4,Luxury,Excellent
Home & Garden,5371.0,3.05,Out of Stock,17.0,4457.93,Premium,Good
Home & Garden,2865.0,3.05,In Stock,23.0,2206.05,Mid-Range,Good
Home & Garden,7038.0,1.89,In Stock,13.0,6123.06,Premium,Poor
Home & Garden,4887.0,2.21,Out of Stock,18.0,4007.34,Mid-Range,Average
Home & Garden,9441.0,3.05,Out of Stock,32.0,6419.88,Luxury,Good
Clothing,2804.0,1.09,Out of Stock,42.0,1626.32,Mid-Range,Poor
Home & Garden,5520.0,3.05,In Stock,47.0,2925.6,Premium,Good
Home & Garden,403.0,4.83,In Stock,20.0,322.4,Budget,Excellent
Home & Garden,5048.0,3.05,Out of Stock,28.0,3634.56,Premium,Good
Home & Garden,4962.0,3.58,In Stock,46.0,2679.48,Mid-Range,Good
Home & Garden,1526.0,3.05,In Stock,45.0,839.3,Budget,Good
Clothing,4715.0,4.06,Out of Stock,30.0,3300.5,Mid-Range,Excellent
Home & Garden,3163.0,1.93,In Stock,0.0,3163.0,Mid-Range,Poor
Home & Garden,4962.0,3.05,Out of Stock,46.0,2679.48,Mid-Range,Good
Clothing,2807.0,1.38,Out of Stock,34.0,1852.62,Mid-Range,Poor
Sports,3823.0,3.24,In Stock,36.0,2446.72,Mid-Range,Good
Home & Garden,5702.0,3.35,In Stock,3.0,5530.94,Premium,Good
Electronics,5755.0,4.32,Out of Stock,3.0,5582.35,Premium,Excellent
Electronics,3099.0,3.03,Out of Stock,5.0,2944.05,Mid-Range,Good
Home & Garden,5133.0,3.05,Out of Stock,24.0,3901.08,Premium,Good
Clothing,2213.0,3.25,In Stock,46.0,1195.02,Budget,Good
Home & Garden,4158.0,3.05,In Stock,34.0,2744.28,Mid-Range,Good
Electronics,4021.0,3.03,Out of Stock,44.0,2251.76,Mid-Range,Good
Home & Garden,6886.0,3.05,In Stock,18.0,5646.52,Premium,Good
Home & Garden,6240.0,3.05,Out of Stock,27.0,4555.2,Premium,Good
Home & Garden,9525.0,3.05,In Stock,13.0,8286.75,Luxury,Good
Electronics,1742.0,4.05,In Stock,49.0,888.42,Budget,Excellent
Clothing,1580.0,1.25,In Stock,20.0,1264.0,Budget,Poor
Home & Garden,5997.0,3.05,In Stock,10.0,5397.3,Premium,Good
Home & Garden,7089.0,2.48,Out of Stock,16.0,5954.76,Premium,Average
Home & Garden,9926.0,4.16,In Stock,18.0,8139.32,Luxury,Excellent
Home & Garden,5985.0,1.62,In Stock,15.0,5087.25,Premium,Poor
Home & Garden,6216.0,3.75,In Stock,24.0,4724.16,Premium,Good
Home & Garden,9867.0,2.02,Out of Stock,45.0,5426.85,Luxury,Average
Home & Garden,6388.0,3.22,Out of Stock,40.0,3832.8,Premium,Good
Home & Garden,416.0,3.05,In Stock,5.0,395.2,Budget,Good
Home & Garden,9784.0,1.89,In Stock,49.0,4989.84,Luxury,Poor
Home & Garden,1979.0,3.31,In Stock,22.0,1543.62,Budget,Good
Sports,9328.0,3.74,In Stock,26.0,6902.72,Luxury,Good
Home & Garden,6890.0,3.05,Out of Stock,19.0,5580.9,Premium,Good
Home & Garden,6321.0,3.05,Out of Stock,21.0,4993.59,Premium,Good
Home & Garden,6174.0,3.05,In Stock,39.0,3766.14,Premium,Good
Sports,336.0,2.74,In Stock,40.0,201.6,Budget,Average
Home & Garden,7308.0,3.05,In Stock,26.0,5407.92,Premium,Good
Electronics,6101.0,4.53,In Stock,17.0,5063.83,Premium,Excellent
Home & Garden,7910.0,3.05,Out of Stock,35.0,5141.5,Luxury,Good
Clothing,7960.0,3.25,In Stock,4.0,7641.6,Luxury,Good
Home & Garden,4898.0,2.73,In Stock,0.0,4898.0,Mid-Range,Average
Sports,9288.0,2.05,In Stock,22.0,7244.64,Luxury,Average
Home & Garden,8587.0,3.05,In Stock,18.0,7041.34,Luxury,Good
Home & Garden,9068.0,2.94,In Stock,19.0,7345.08,Luxury,Average
Home & Garden,4962.0,3.05,In Stock,42.0,2877.96,Mid-Range,Good
Home & Garden,1072.0,3.05,Out of Stock,23.0,825.44,Budget,Good
Home & Garden,7118.0,4.57,In Stock,45.0,3914.9,Premium,Excellent
Home & Garden,9973.0,1.2,Out of Stock,24.0,7579.48,Luxury,Poor
Home & Garden,892.0,1.31,Out of Stock,41.0,526.28,Budget,Poor
Sports,6151.0,3.24,In Stock,15.0,5228.35,Premium,Good
Clothing,7612.0,3.25,Out of Stock,30.0,5328.4,Luxury,Good
Home & Garden,1208.0,3.05,In Stock,41.0,712.72,Budget,Good
Clothing,9436.0,3.25,Out of Stock,7.0,8775.48,Luxury,Good
Clothing,5182.0,1.83,Out of Stock,1.0,5130.18,Premium,Poor
Electronics,4481.0,3.03,In Stock,11.0,3988.09,Mid-Range,Good
Home & Garden,2312.0,3.33,Out of Stock,16.0,1942.08,Budget,Good
Sports,8314.0,4.47,In Stock,7.0,7732.02,Luxury,Excellent
Home & Garden,6398.0,1.94,Out of Stock,8.0,5886.16,Premium,Poor
Home & Garden,2770.0,3.05,In Stock,24.0,2105.2,Mid-Range,Good
Home & Garden,2603.0,3.05,In Stock,24.0,1978.28,Mid-Range,Good
Home & Garden,8300.0,3.26,Out of Stock,25.0,6225.0,Luxury,Good
Home & Garden,6462.0,4.32,In Stock,12.0,5686.56,Premium,Excellent
Electronics,112.0,3.73,Out of Stock,23.0,86.24,Budget,Good
Home & Garden,6288.0,4.9,Out of Stock,2.0,6162.24,Premium,Excellent
Sports,795.0,3.24,Out of Stock,8.0,731.4,Budget,Good
Electronics,1516.0,3.03,In Stock,14.0,1303.76,Budget,Good
Clothing,9752.0,4.47,In Stock,29.0,6923.92,Luxury,Excellent
Electronics,7535.0,2.68,In Stock,13.0,6555.45,Luxury,Average
Home & Garden,6679.0,3.05,In Stock,21.0,5276.41,Premium,Good
Home & Garden,9725.0,3.05,Out of Stock,49.0,4959.75,Luxury,Good
Sports,7628.0,3.24,In Stock,15.0,6483.8,Luxury,Good
Clothing,6602.0,1.63,Out of Stock,28.0,4753.44,Premium,Poor
Home & Garden,8104.0,3.17,In Stock,23.0,6240.08,Luxury,Good
Home & Garden,4197.0,3.05,In Stock,15.0,3567.45,Mid-Range,Good
Home & Garden,9522.0,3.05,In Stock,29.0,6760.62,Luxury,Good
Home & Garden,6951.0,3.05,Out of Stock,32.0,4726.68,Premium,Good
Home & Garden,5351.0,3.05,In Stock,1.0,5297.49,Premium,Good
Home & Garden,7740.0,3.05,Out of Stock,16.0,6501.6,Luxury,Good
Home & Garden,5409.0,1.12,In Stock,9.0,4922.19,Premium,Poor
Home & Garden,6005.0,3.05,In Stock,24.0,4563.8,Premium,Good
Home & Garden,3675.0,3.05,In Stock,16.0,3087.0,Mid-Range,Good
Home & Garden,9989.0,2.08,Out of Stock,24.0,7591.64,Luxury,Average
Home & Garden,654.0,3.05,In Stock,14.0,562.44,Budget,Good
Electronics,6129.0,3.73,Out of Stock,7.0,5699.97,Premium,Good
Clothing,2775.0,3.25,In Stock,11.0,2469.75,Mid-Range,Good
Home & Garden,6874.0,4.62,Out of Stock,44.0,3849.44,Premium,Excellent
Home & Garden,4404.0,3.05,In Stock,13.0,3831.48,Mid-Range,Good
Home & Garden,774.0,3.05,Out of Stock,11.0,688.86,Budget,Good
Electronics,5319.0,3.01,In Stock,26.0,3936.06,Premium,Good
Electronics,286.0,3.03,In Stock,22.0,223.08,Budget,Good
Home & Garden,4979.0,3.05,In Stock,24.0,3784.04,Mid-Range,Good
Home & Garden,9634.0,3.05,Out of Stock,22.0,7514.52,Luxury,Good
Sports,2497.0,3.24,In Stock,26.0,1847.78,Budget,Good
Home & Garden,8326.0,3.82,In Stock,12.0,7326.88,Luxury,Good
Home & Garden,4276.0,3.05,Out of Stock,24.0,3249.76,Mid-Range,Good
Home & Garden,4602.0,1.71,In Stock,24.0,3497.52,Mid-Range,Poor
Home & Garden,4720.0,2.56,Out of Stock,46.0,2548.8,Mid-Range,Average
Home & Garden,4005.0,2.3,Out of Stock,11.0,3564.45,Mid-Range,Average
Home & Garden,9177.0,3.93,In Stock,42.0,5322.66,Luxury,Good
Home & Garden,6506.0,3.05,In Stock,21.0,5139.74,Premium,Good
Home & Garden,1179.0,3.05,Out of Stock,6.0,1108.26,Budget,Good
Home & Garden,131.0,3.05,In Stock,39.0,79.91,Budget,Good
Home & Garden,9841.0,3.81,In Stock,42.0,5707.78,Luxury,Good
Sports,7648.0,3.11,Out of Stock,20.0,6118.4,Luxury,Good
Home & Garden,500.0,3.05,Out of Stock,27.0,365.0,Budget,Good
Home & Garden,7023.0,1.44,Out of Stock,49.0,3581.73,Premium,Poor
Home & Garden,5772.0,1.08,Out of Stock,24.0,4386.72,Premium,Poor
Home & Garden,7677.0,3.62,Out of Stock,35.0,4990.05,Luxury,Good
Home & Garden,5357.0,3.05,Out of Stock,33.0,3589.19,Premium,Good
Home & Garden,2676.0,3.05,Out of Stock,33.0,1792.92,Mid-Range,Good
Home & Garden,1898.0,3.05,In Stock,24.0,1442.48,Budget,Good
Home & Garden,404.0,3.05,In Stock,32.0,274.72,Budget,Good
Home & Garden,8368.0,3.05,In Stock,36.0,5355.52,Luxury,Good
Clothing,3282.0,3.25,Out of Stock,49.0,1673.82,Mid-Range,Good
Home & Garden,3582.0,4.86,In Stock,4.0,3438.72,Mid-Range,Excellent
Sports,3890.0,3.24,In Stock,46.0,2100.6,Mid-Range,Good
Home & Garden,2828.0,3.05,In Stock,23.0,2177.56,Mid-Range,Good
Home & Garden,8503.0,3.73,In Stock,24.0,6462.28,Luxury,Good
Home & Garden,1216.0,3.05,In Stock,32.0,826.88,Budget,Good
Home & Garden,551.0,3.05,In Stock,24.0,418.76,Budget,Good
Home & Garden,6248.0,3.05,In Stock,15.0,5310.8,Premium,Good
Home & Garden,7957.0,3.71,In Stock,1.0,7877.43,Luxury,Good
Clothing,6456.0,4.79,Out of Stock,15.0,5487.6,Premium,Excellent
Electronics,4745.0,3.03,Out of Stock,48.0,2467.4,Mid-Range,Good
Home & Garden,2652.0,3.05,In Stock,34.0,1750.32,Mid-Range,Good
Home & Garden,624.0,1.18,Out of Stock,40.0,374.4,Budget,Poor
Home & Garden,1801.0,4.85,In Stock,18.0,1476.82,Budget,Excellent
Home & Garden,3303.0,3.05,Out of Stock,1.0,3269.97,Mid-Range,Good
Home & Garden,7488.0,3.05,Out of Stock,24.0,5690.88,Premium,Good
Home & Garden,1293.0,1.52,In Stock,44.0,724.08,Budget,Poor
Sports,1172.0,3.24,Out of Stock,24.0,890.72,Budget,Good
Home & Garden,9812.0,3.05,In Stock,29.0,6966.52,Luxury,Good
Clothing,7431.0,3.52,Out of Stock,20.0,5944.8,Premium,Good
Home & Garden,6956.0,3.05,Out of Stock,16.0,5843.04,Premium,Good
Home & Garden,9012.0,3.05,Out of Stock,21.0,7119.48,Luxury,Good
Home & Garden,8412.0,3.05,Out of Stock,31.0,5804.28,Luxury,Good
Home & Garden,9083.0,3.05,In Stock,44.0,5086.48,Luxury,Good
Home & Garden,7418.0,3.05,In Stock,36.0,4747.52,Premium,Good
Clothing,8711.0,4.49,In Stock,5.0,8275.45,Luxury,Excellent
Home & Garden,4384.0,1.23,Out of Stock,25.0,3288.0,Mid-Range,Poor
Clothing,6204.0,3.8,In Stock,27.0,4528.92,Premium,Good
Home & Garden,5235.0,3.16,In Stock,32.0,3559.8,Premium,Good
Home & Garden,4162.0,1.51,In Stock,23.0,3204.74,Mid-Range,Poor
Electronics,108.0,3.03,In Stock,24.0,82.08,Budget,Good
Home & Garden,2278.0,3.05,In Stock,28.0,1640.16,Budget,Good
Home & Garden,2279.0,4.51,In Stock,2.0,2233.42,Budget,Excellent
Sports,6423.0,3.1,In Stock,25.0,4817.25,Premium,Good
Home & Garden,225.0,3.05,Out of Stock,39.0,137.25,Budget,Good
Home & Garden,6803.0,1.61,Out of Stock,14.0,5850.58,Premium,Poor
Sports,5341.0,1.06,In Stock,49.0,2723.91,Premium,Poor
Home & Garden,2841.0,4.61,Out of Stock,4.0,2727.36,Mid-Range,Excellent
Home & Garden,7862.0,1.28,In Stock,37.0,4953.06,Luxury,Poor
Home & Garden,5647.0,2.38,In Stock,3.0,5477.59,Premium,Average
Home & Garden,7018.0,1.69,In Stock,24.0,5333.68,Premium,Poor
Home & Garden,1408.0,3.05,In Stock,33.0,943.36,Budget,Good
Electronics,3118.0,3.56,Out of Stock,49.0,1590.18,Mid-Range,Good
Clothing,2875.0,2.68,In Stock,13.0,2501.25,Mid-Range,Average
Home & Garden,8488.0,3.05,Out of Stock,37.0,5347.44,Luxury,Good
Home & Garden,3392.0,1.48,In Stock,14.0,2917.12,Mid-Range,Poor
Home & Garden,1936.0,3.05,In Stock,32.0,1316.48,Budget,Good
Home & Garden,7578.0,3.05,Out of Stock,35.0,4925.7,Luxury,Good
Home & Garden,4910.0,1.32,In Stock,7.0,4566.3,Mid-Range,Poor
Home & Garden,2142.0,3.22,In Stock,24.0,1627.92,Budget,Good
Home & Garden,7834.0,3.05,In Stock,30.0,5483.8,Luxury,Good
Sports,2626.0,2.37,Out of Stock,22.0,2048.28,Mid-Range,Average
Home & Garden,3343.0,3.05,In Stock,6.0,3142.42,Mid-Range,Good
Clothing,3382.0,4.05,Out of Stock,24.5,2553.41,Mid-Range,Excellent
Home & Garden,4173.0,3.05,Out of Stock,28.0,3004.56,Mid-Range,Good
Clothing,9660.0,1.6,In Stock,13.0,8404.2,Luxury,Poor
Electronics,1270.0,3.03,In Stock,41.0,749.3,Budget,Good
Home & Garden,5952.0,3.05,In Stock,41.0,3511.68,Premium,Good
Home & Garden,2934.0,2.43,In Stock,17.0,2435.22,Mid-Range,Average
Home & Garden,6123.0,4.22,In Stock,24.0,4653.48,Premium,Excellent
Home & Garden,280.0,2.03,Out of Stock,0.0,280.0,Budget,Average
Home & Garden,4971.0,3.05,In Stock,11.0,4424.19,Mid-Range,Good
Electronics,1456.0,3.03,In Stock,41.0,859.04,Budget,Good
Clothing,6540.0,2.2,In Stock,33.0,4381.8,Premium,Average
Home & Garden,5006.0,4.94,Out of Stock,23.0,3854.62,Premium,Excellent
Clothing,854.0,3.25,Out of Stock,24.0,649.04,Budget,Good
Electronics,9943.0,3.03,In Stock,48.0,5170.36,Luxury,Good
Sports,6564.0,3.24,Out of Stock,23.0,5054.28,Premium,Good
Clothing,1558.0,3.25,In Stock,17.0,1293.14,Budget,Good
Home & Garden,7560.0,3.05,In Stock,36.0,4838.4,Luxury,Good
Clothing,3182.0,3.25,In Stock,24.5,2402.41,Mid-Range,Good
Electronics,6297.0,4.58,Out of Stock,5.0,5982.15,Premium,Excellent
Home & Garden,5821.0,3.05,Out of Stock,31.0,4016.49,Premium,Good
Home & Garden,2664.0,3.05,Out of Stock,35.0,1731.6,Mid-Range,Good
Home & Garden,4962.0,2.57,Out of Stock,47.0,2629.86,Mid-Range,Average
Electronics,4611.0,1.6,Out of Stock,19.0,3734.91,Mid-Range,Poor
Home & Garden,3669.0,1.91,In Stock,42.0,2128.02,Mid-Range,Poor
Home & Garden,3143.0,4.05,Out of Stock,9.0,2860.13,Mid-Range,Excellent
Home & Garden,1337.0,3.03,Out of Stock,29.0,949.27,Budget,Good
Home & Garden,8028.0,3.05,In Stock,28.0,5780.16,Luxury,Good
Home & Garden,4962.0,1.8,Out of Stock,3.0,4813.14,Mid-Range,Poor
Home & Garden,9267.0,3.05,In Stock,4.0,8896.32,Luxury,Good
Home & Garden,7682.0,3.05,Out of Stock,45.0,4225.1,Luxury,Good
Home & Garden,7462.0,3.35,In Stock,23.0,5745.74,Premium,Good
Home & Garden,7939.0,3.05,In Stock,45.0,4366.45,Luxury,Good
Home & Garden,1109.0,3.05,In Stock,24.0,842.84,Budget,Good
Home & Garden,6847.0,3.05,In Stock,23.0,5272.19,Premium,Good
Home & Garden,8393.0,3.05,In Stock,19.0,6798.33,Luxury,Good
Electronics,8332.0,2.32,Out of Stock,46.0,4499.28,Luxury,Average
Clothing,3463.0,2.5,In Stock,46.0,1870.02,Mid-Range,Average
Home & Garden,520.0,2.08,In Stock,6.0,488.8,Budget,Average
Home & Garden,7043.0,2.71,In Stock,28.0,5070.96,Premium,Average
Home & Garden,4739.0,3.05,Out of Stock,0.0,4739.0,Mid-Range,Good
Clothing,395.0,3.25,In Stock,40.0,237.0,Budget,Good
Home & Garden,669.0,1.9,Out of Stock,28.0,481.68,Budget,Poor
Electronics,9341.0,3.03,In Stock,19.0,7566.21,Luxury,Good
Clothing,289.0,3.25,In Stock,31.0,199.41,Budget,Good
Home & Garden,5687.0,3.05,In Stock,30.0,3980.9,Premium,Good
Electronics,6872.0,3.03,In Stock,29.0,4879.12,Premium,Good
Clothing,8766.0,3.38,In Stock,24.0,6662.16,Luxury,Good
Sports,4709.0,3.24,In Stock,17.0,3908.47,Mid-Range,Good
Home & Garden,8181.0,3.05,In Stock,30.0,5726.7,Luxury,Good
Home & Garden,1794.0,3.83,Out of Stock,43.0,1022.58,Budget,Good
Home & Garden,5032.0,2.46,In Stock,20.0,4025.6,Premium,Average
Home & Garden,3425.0,2.34,In Stock,16.0,2877.0,Mid-Range,Average
Home & Garden,4250.0,3.37,Out of Stock,24.0,3230.0,Mid-Range,Good
Sports,875.0,2.87,Out of Stock,28.0,630.0,Budget,Average
Home & Garden,1349.0,3.69,Out of Stock,35.0,876.85,Budget,Good
Home & Garden,403.0,3.84,In Stock,41.0,237.77,Budget,Good
Home & Garden,4962.0,3.05,In Stock,11.0,4416.18,Mid-Range,Good
Clothing,4310.0,3.25,Out of Stock,13.0,3749.7,Mid-Range,Good
Home & Garden,4962.0,1.14,Out of Stock,1.0,4912.38,Mid-Range,Poor
Sports,3698.0,3.24,In Stock,28.0,2662.56,Mid-Range,Good
Home & Garden,3511.0,2.45,In Stock,2.0,3440.78,Mid-Range,Average
Sports,4412.0,4.91,In Stock,41.0,2603.08,Mid-Range,Excellent
Home & Garden,5311.0,2.15,In Stock,23.0,4089.47,Premium,Average
Home & Garden,935.0,4.57,In Stock,27.0,682.55,Budget,Excellent
Clothing,653.0,1.9,Out of Stock,6.0,613.82,Budget,Poor
Home & Garden,7500.0,3.05,In Stock,27.0,5475.0,Premium,Good
Home & Garden,4364.0,3.54,Out of Stock,14.0,3753.04,Mid-Range,Good
Home & Garden,9465.0,3.05,Out of Stock,44.0,5300.4,Luxury,Good
Home & Garden,5323.0,1.08,Out of Stock,24.0,4045.48,Premium,Poor
Sports,112.0,3.24,In Stock,48.0,58.24,Budget,Good
Home & Garden,2241.0,3.05,In Stock,24.0,1703.16,Budget,Good
Clothing,8056.0,3.25,Out of Stock,25.0,6042.0,Luxury,Good
Home & Garden,9500.0,4.46,In Stock,37.0,5985.0,Luxury,Excellent
Home & Garden,4312.0,3.05,Out of Stock,11.0,3837.68,Mid-Range,Good
Home & Garden,2317.0,3.05,In Stock,14.0,1992.62,Budget,Good
Clothing,8854.0,3.25,Out of Stock,24.5,6684.77,Luxury,Good
Home & Garden,4082.0,1.77,Out of Stock,40.0,2449.2,Mid-Range,Poor
Home & Garden,7173.0,3.05,In Stock,39.0,4375.53,Premium,Good
Home & Garden,3150.0,3.05,In Stock,18.0,2583.0,Mid-Range,Good
Home & Garden,7280.0,4.51,Out of Stock,21.0,5751.2,Premium,Excellent
Home & Garden,3127.0,4.08,Out of Stock,41.0,1844.93,Mid-Range,Excellent
Home & Garden,7412.0,3.05,In Stock,28.0,5336.64,Premium,Good
Clothing,2257.0,1.91,In Stock,45.0,1241.35,Budget,Poor
Home & Garden,3947.0,3.27,In Stock,31.0,2723.43,Mid-Range,Good
Home & Garden,2753.0,3.05,Out of Stock,8.0,2532.76,Mid-Range,Good
Home & Garden,9630.0,4.95,Out of Stock,29.0,6837.3,Luxury,Excellent
Home & Garden,3269.0,2.25,In Stock,26.0,2419.06,Mid-Range,Average
Electronics,2733.0,4.15,In Stock,6.0,2569.02,Mid-Range,Excellent
